step,3915-choose-best,3915-choose-first,6058-choose-best,6058-choose-first,7494-choose-best,7494-choose-first,time-3915-choose-best,time-3915-choose-first,time-6058-choose-best,time-6058-choose-first,time-7494-choose-best,time-7494-choose-first
335,0.59127,0.254846,0.605068,0.250716,0.574069,0.245559,,,,,,
336,0.591446,0.255245,0.605251,0.25146,0.574256,0.24556,,,,,,
337,0.591621,0.255246,0.605433,0.252891,0.574443,0.245947,,,,,,
338,0.591797,0.255251,0.605616,0.256461,0.574631,0.246525,,,,,,
339,0.591972,0.255607,0.605798,0.256614,0.574818,0.246538,,,,,,
340,0.592141,0.255612,0.605981,0.259306,0.575005,0.247121,,,,,,
341,0.592309,0.256506,0.606164,0.264276,0.575192,0.247122,,,,,,
342,0.592478,0.262796,0.60634,0.264277,0.575379,0.249872,,,,,,
343,0.592646,0.262797,0.606517,0.264281,0.575566,0.250061,,,,,,
344,0.592796,0.262799,0.606694,0.265367,0.575754,0.25025,,,,,,
345,0.592921,0.262974,0.60687,0.265714,0.575941,0.250251,,,,,,
346,0.593031,0.263351,0.607047,0.265836,0.576128,0.250252,,,,,,
347,0.593453,0.263526,0.607224,0.265919,0.576315,0.251571,,,,,,
348,0.593864,0.2758,0.6074,0.266069,0.576502,0.251571,,,,,,
349,0.593968,0.277928,0.607569,0.266293,0.576689,0.252934,,,,,,
350,0.594225,0.277971,0.607737,0.270906,0.576876,0.256116,,,,,,
351,0.594311,0.277975,0.607906,0.27091,0.577064,0.257617,,,,,,
352,0.594396,0.278994,0.608074,0.270917,0.577251,0.258179,,,,,,
353,0.594481,0.280425,0.60825,0.271095,0.577438,0.258179,,,,,,
354,0.594553,0.280756,0.608411,0.27797,0.577625,0.259116,,,,,,
355,0.594598,0.281427,0.608587,0.278684,0.577812,0.259489,,,,,,
356,0.594642,0.281782,0.608744,0.278688,0.577999,0.25949,,,,,,
357,0.594685,0.281958,0.608901,0.278689,0.578065,0.259677,,,,,,
358,0.59473,0.282151,0.609057,0.278693,0.578235,0.259678,,,,,,
359,0.594765,0.282555,0.609214,0.278694,0.578256,0.260239,,,,,,
360,0.594799,0.282813,0.609361,0.279546,0.578268,0.260249,,,,,,
361,0.594823,0.282823,0.609489,0.279547,0.578458,0.260622,,,,,,
362,0.594848,0.283881,0.609606,0.279613,0.578465,0.260622,,,,,,
363,0.594886,0.284902,0.609729,0.284411,0.578842,0.26081,,,,,,
364,0.595388,0.288283,0.610368,0.291881,0.579029,0.261434,,,,,,
365,0.595785,0.288284,0.611474,0.29212,0.579031,0.261434,,,,,,
366,0.59617,0.288438,0.611736,0.292159,0.579033,0.261458,,,,,,
367,0.596391,0.288951,0.611849,0.292365,0.579035,0.261458,,,,,,
368,0.596598,0.290401,0.611945,0.292558,0.579037,0.261458,,,,,,
369,0.596772,0.291795,0.612043,0.292559,0.579039,0.261458,,,,,,
370,0.596964,0.292233,0.612132,0.294277,0.57904,0.261459,,,,,,
371,0.596991,0.293121,0.612223,0.29446,0.579041,0.261459,,,,,,
372,0.598198,0.293122,0.612298,0.29829,0.579043,0.261459,,,,,,
373,0.599671,0.294697,0.612355,0.298813,0.579043,0.261459,,,,,,
374,0.599708,0.294727,0.612411,0.298817,0.579044,0.261459,,,,,,
375,0.599735,0.296396,0.612452,0.298848,0.579045,0.261462,,,,,,
376,0.599754,0.296406,0.612493,0.298852,0.579045,0.261462,,,,,,
377,0.599773,0.296938,0.612534,0.299057,0.579046,0.261462,,,,,,
378,0.599785,0.296949,0.612575,0.299283,0.579048,0.262406,,,,,,
379,0.599797,0.297294,0.612615,0.299461,0.579048,0.262893,,,,,,
380,0.599809,0.297298,0.612643,0.30238,0.579049,0.264422,,,,,,
381,0.59982,0.2973,0.612671,0.306167,0.579049,0.264566,,,,,,
382,0.599832,0.297304,0.612699,0.309044,0.57905,0.267211,,,,,,
383,0.599844,0.298916,0.612726,0.309538,0.57905,0.267935,,,,,,
384,0.599855,0.298917,0.612753,0.312573,0.57905,0.271051,,,,,,
385,0.599867,0.310109,0.612776,0.312978,0.579051,0.27316,,,,,,
386,0.599879,0.310506,0.612795,0.312979,0.579444,0.275557,,,,,,
387,0.59989,0.310717,0.612813,0.313374,0.579993,0.275746,,,,,,
388,0.599897,0.3109,0.612831,0.318086,0.580178,0.276141,,,,,,
389,0.599903,0.311079,0.61285,0.31862,0.58019,0.277258,,,,,,
390,0.59991,0.312546,0.61286,0.319032,0.580191,0.277259,,,,,,
391,0.599916,0.312709,0.61287,0.325819,0.580191,0.277613,,,,,,
392,0.599922,0.312804,0.61288,0.326214,0.580192,0.277613,,,,,,
393,0.599929,0.312805,0.612891,0.326815,0.580193,0.277773,,,,,,
394,0.599935,0.318581,0.612901,0.326973,0.580194,0.277774,,,,,,
395,0.599942,0.318581,0.612911,0.32788,0.580195,0.278271,,,,,,
396,0.599948,0.31859,0.612921,0.328342,0.580195,0.278273,,,,,,
397,0.599954,0.318632,0.612931,0.328356,0.580196,0.278273,,,,,,
398,0.599961,0.318728,0.612941,0.328947,0.580197,0.278835,,,,,,
399,0.599967,0.31873,0.612952,0.329104,0.580197,0.279066,,,,,,
400,0.599973,0.320911,0.612962,0.340816,0.580198,0.280142,,,,,,
401,0.59998,0.320916,0.612972,0.341049,0.580199,0.28131,,,,,,
402,0.599986,0.32092,0.612982,0.34105,0.5802,0.281879,,,,,,
403,0.599992,0.321769,0.612992,0.342701,0.5802,0.281879,,,,,,
404,0.599998,0.330146,0.613002,0.344889,0.580388,0.282062,,,,,,
405,0.600005,0.330148,0.613012,0.345067,0.580388,0.28726,,,,,,
406,0.600011,0.33074,0.613022,0.345728,0.580389,0.28726,,,,,,
407,0.600017,0.33685,0.613032,0.346117,0.58039,0.287264,,,,,,
408,0.60002,0.337044,0.613042,0.346902,0.58039,0.287442,,,,,,
409,0.600023,0.337672,0.613052,0.346902,0.580391,0.287647,,,,,,
410,0.600025,0.350749,0.613062,0.346905,0.580391,0.288601,,,,,,
411,0.600028,0.351022,0.613072,0.349249,0.580392,0.288661,,,,,,
412,0.600031,0.352087,0.613082,0.35008,0.580392,0.289019,,,,,,
413,0.600034,0.352088,0.613092,0.352234,0.580392,0.290565,,,,,,
414,0.600036,0.352089,0.613102,0.352701,0.580393,0.293035,,,,,,
415,0.600039,0.352467,0.613112,0.353708,0.580393,0.293036,,,,,,
416,0.600042,0.353239,0.613122,0.354058,0.580393,0.293583,,,,,,
417,0.600045,0.353244,0.613132,0.35421,0.580393,0.294952,,,,,,
418,0.600047,0.353422,0.613141,0.354394,0.580394,0.297244,,,,,,
419,0.60005,0.353437,0.613151,0.355161,0.580394,0.297347,,,,,,
420,0.600053,0.353444,0.613161,0.362839,0.580394,0.297358,,,,,,
421,0.600055,0.353455,0.613165,0.362845,0.580394,0.297713,,,,,,
422,0.600058,0.353634,0.61317,0.363471,0.580394,0.297977,,,,,,
423,0.600061,0.353841,0.613174,0.363493,0.580395,0.298553,,,,,,
424,0.600064,0.359301,0.613179,0.365452,0.580395,0.298862,,,,,,
425,0.600066,0.359301,0.613183,0.365452,0.580395,0.298862,,,,,,
426,0.600069,0.359301,0.613187,0.365738,0.580395,0.298869,,,,,,
427,0.600072,0.36916,0.613192,0.365754,0.580396,0.298871,,,,,,
428,0.600074,0.36916,0.613196,0.366963,0.580396,0.299417,,,,,,
429,0.600077,0.369162,0.6132,0.366964,0.580396,0.3046,,,,,,
430,0.60008,0.370461,0.613205,0.367122,0.580396,0.304726,,,,,,
431,0.600083,0.370461,0.613209,0.367123,0.580396,0.305467,,,,,,
432,0.600085,0.370462,0.613213,0.36952,0.580396,0.30554,,,,,,
433,0.600088,0.370462,0.613218,0.369523,0.580397,0.305541,,,,,,
434,0.600091,0.370462,0.613222,0.369569,0.580397,0.305541,,,,,,
435,0.600093,0.375172,0.613226,0.369575,0.580397,0.30586,,,,,,
436,0.600096,0.375635,0.613231,0.370206,0.580397,0.306033,,,,,,
437,0.600099,0.375635,0.613235,0.370223,0.580397,0.306222,,,,,,
438,0.600101,0.375635,0.613239,0.370408,0.580398,0.308145,,,,,,
439,0.600104,0.375635,0.613244,0.370419,0.580398,0.312049,,,,,,
440,0.600107,0.375635,0.613248,0.371285,0.580398,0.312072,,,,,,
441,0.600109,0.375635,0.613252,0.371288,0.580398,0.314099,,,,,,
442,0.600112,0.375635,0.613257,0.374028,0.580398,0.314101,,,,,,
443,0.600115,0.375822,0.613261,0.374856,0.580399,0.314203,,,,,,
444,0.600115,0.376009,0.613265,0.374861,0.580399,0.314203,,,,,,
445,0.600116,0.376009,0.61327,0.374865,0.580399,0.314204,,,,,,
446,0.600117,0.376009,0.613274,0.375253,0.5804,0.315986,,,,,,
447,0.600117,0.376196,0.613278,0.375336,0.5804,0.316256,,,,,,
448,0.600118,0.376384,0.613282,0.383551,0.5804,0.319108,,,,,,
449,0.600119,0.376384,0.613287,0.383552,0.5804,0.3193,,,,,,
450,0.600119,0.381677,0.613291,0.383553,0.580401,0.319541,,,,,,
451,0.60012,0.385241,0.613295,0.383559,0.580401,0.319542,,,,,,
452,0.600121,0.387366,0.6133,0.385726,0.580401,0.319542,,,,,,
453,0.600121,0.387367,0.613304,0.385731,0.580402,0.319863,,,,,,
454,0.600122,0.387367,0.613308,0.38592,0.580402,0.319898,,,,,,
455,0.600123,0.387719,0.613309,0.38592,0.580402,0.32187,,,,,,
456,0.600123,0.387731,0.61331,0.391474,0.580402,0.322532,,,,,,
457,0.600124,0.387731,0.613311,0.393624,0.580403,0.323325,,,,,,
458,0.600125,0.387733,0.613313,0.39453,0.580403,0.3243,,,,,,
459,0.600125,0.387733,0.613314,0.395942,0.580403,0.32431,,,,,,
460,0.600126,0.387928,0.613315,0.395947,0.580404,0.325562,,,,,,
461,0.600127,0.387929,0.613316,0.397299,0.580404,0.325902,,,,,,
462,0.600127,0.38793,0.613317,0.399686,0.580404,0.327525,,,,,,
463,0.600128,0.38793,0.613318,0.399689,0.580404,0.327529,,,,,,
464,0.600129,0.387931,0.613319,0.407526,0.580405,0.327533,,,,,,
465,0.600129,0.388125,0.61332,0.408486,0.580405,0.327537,,,,,,
466,0.60013,0.388129,0.613321,0.408492,0.580405,0.327718,,,,,,
467,0.600131,0.388131,0.613322,0.40907,0.580405,0.327727,,,,,,
468,0.600131,0.38927,0.613323,0.430017,0.580405,0.327924,,,,,,
469,0.600132,0.389455,0.613324,0.430196,0.580405,0.327925,,,,,,
470,0.600133,0.389459,0.613325,0.431141,0.580405,0.327928,,,,,,
471,0.600133,0.38946,0.613326,0.431547,0.580405,0.329079,,,,,,
472,0.600134,0.38946,0.613327,0.431789,0.580405,0.329978,,,,,,
473,0.600135,0.389462,0.613329,0.431797,0.580405,0.330016,,,,,,
474,0.600135,0.389462,0.61333,0.432614,0.580405,0.330042,,,,,,
475,0.600136,0.389469,0.613331,0.434297,0.580405,0.33062,,,,,,
476,0.600137,0.401228,0.613332,0.434298,0.580405,0.331395,,,,,,
477,0.600137,0.401238,0.613333,0.43465,0.580405,0.332179,,,,,,
478,0.600138,0.401254,0.613334,0.434651,0.580406,0.33218,,,,,,
479,0.600139,0.404019,0.613335,0.435421,0.580406,0.332572,,,,,,
480,0.600139,0.404033,0.613336,0.436202,0.580406,0.333294,,,,,,
481,0.60014,0.405483,0.613337,0.436771,0.580406,0.337138,,,,,,
482,0.600141,0.405483,0.613338,0.439442,0.580406,0.338409,,,,,,
483,0.600141,0.405484,0.613339,0.439622,0.580406,0.338414,,,,,,
484,0.600142,0.405488,0.61334,0.439622,0.580406,0.338629,,,,,,
485,0.600143,0.40648,0.613341,0.440206,0.580406,0.338639,,,,,,
486,0.600143,0.406659,0.613342,0.440911,0.580406,0.338736,,,,,,
487,0.600144,0.406667,0.613343,0.440914,0.580406,0.339783,,,,,,
488,0.600145,0.406668,0.613345,0.441079,0.580406,0.339859,,,,,,
489,0.600145,0.406672,0.613346,0.44489,0.580406,0.340205,,,,,,
490,0.600146,0.406672,0.613347,0.445212,0.580406,0.34067,,,,,,
491,0.600147,0.406717,0.613348,0.445569,0.580406,0.340674,,,,,,
492,0.600147,0.406718,0.613349,0.44614,0.580406,0.340871,,,,,,
493,0.600148,0.406719,0.61335,0.44615,0.580406,0.341378,,,,,,
494,0.600148,0.40672,0.613351,0.447341,0.580406,0.342234,,,,,,
495,0.600149,0.407523,0.613352,0.448506,0.580407,0.351506,,,,,,
496,0.60015,0.407524,0.613353,0.448508,0.580407,0.354847,,,,,,
497,0.60015,0.407547,0.613354,0.448509,0.580407,0.360828,,,,,,
498,0.600151,0.407562,0.613355,0.448724,0.580407,0.365364,,,,,,
499,0.600152,0.407595,0.613356,0.449341,0.580407,0.365387,,,,,,
500,0.600152,0.407599,0.613357,0.449346,0.580407,0.365614,,,,,,
501,0.600153,0.407644,0.613358,0.449347,0.580407,0.366829,,,,,,
502,0.600154,0.408113,0.613359,0.449357,0.580407,0.36736,,,,,,
503,0.600154,0.408117,0.613361,0.451986,0.580407,0.367457,,,,,,
504,0.600155,0.408118,0.613362,0.454159,0.580407,0.368356,,,,,,
505,0.600156,0.408122,0.613363,0.454318,0.580407,0.368357,,,,,,
506,0.600156,0.412803,0.613364,0.458612,0.580407,0.370421,,,,,,
507,0.600157,0.412807,0.613365,0.458996,0.580407,0.370423,,,,,,
508,0.600158,0.412807,0.613366,0.459006,0.580407,0.372269,,,,,,
509,0.600158,0.412987,0.613367,0.459198,0.580407,0.373191,,,,,,
510,0.600159,0.41915,0.613368,0.461353,0.580407,0.373363,,,,,,
511,0.60016,0.420116,0.613369,0.465187,0.580407,0.373509,,,,,,
512,0.60016,0.420311,0.61337,0.465364,0.580408,0.373511,,,,,,
513,0.600161,0.420505,0.613371,0.465365,0.580408,0.373513,,,,,,
514,0.600162,0.420509,0.613372,0.4657,0.580408,0.37356,,,,,,
515,0.600162,0.420512,0.613373,0.465877,0.580408,0.373721,,,,,,
516,0.600163,0.420513,0.613374,0.465895,0.580408,0.374037,,,,,,
517,0.600164,0.42052,0.613375,0.466064,0.580408,0.374231,,,,,,
518,0.600164,0.421052,0.613376,0.469893,0.580408,0.37742,,,,,,
519,0.600165,0.421053,0.613378,0.470309,0.580408,0.384405,,,,,,
520,0.600166,0.422122,0.613379,0.470314,0.580408,0.384406,,,,,,
521,,0.422123,0.61338,0.470315,0.580408,0.384413,,,,,,
522,,0.425284,0.613381,0.470445,0.580408,0.384429,,,,,,
523,,0.425461,0.613382,0.470455,0.580408,0.384694,,,,,,
524,,0.425462,0.613383,0.470624,0.580408,0.384721,,,,,,
525,,0.425463,,0.470782,0.580408,0.384992,,,,,,
526,,0.425473,,0.472981,0.580408,0.397908,,,,,,
527,,0.425664,,0.473902,0.580408,0.397937,,,,,,
528,,0.428555,,0.474634,0.580408,0.397939,,,,,,
529,,0.428556,,0.48442,0.580408,0.397941,,,,,,
530,,0.428557,,0.484425,0.580409,0.397957,,,,,,
531,,0.428567,,0.484758,0.580409,0.398173,,,,,,
532,,0.432013,,0.484763,0.580409,0.399035,,,,,,
533,,0.432022,,0.490859,0.580409,0.403816,,,,,,
534,,0.432022,,0.491164,0.580409,0.404742,,,,,,
535,,0.439927,,0.491165,0.580409,0.404936,,,,,,
536,,0.440122,,0.491353,0.580409,0.405088,,,,,,
537,,0.443117,,0.493612,0.580409,0.405104,,,,,,
538,,0.443118,,0.494181,0.580409,0.405337,,,,,,
539,,0.443119,,0.494528,0.580409,0.405339,,,,,,
540,,0.443657,,0.494603,0.580409,0.405341,,,,,,
541,,0.443665,,0.494613,0.580409,0.405686,,,,,,
542,,0.44368,,0.495103,0.580409,0.406684,,,,,,
543,,0.443714,,0.498799,0.580409,0.407689,,,,,,
544,,0.443855,,0.499921,0.580409,0.41264,,,,,,
545,,0.443859,,0.499925,0.580409,0.412642,,,,,,
546,,0.443868,,0.500108,0.580409,0.413153,,,,,,
547,,0.44436,,0.500332,,0.416422,,,,,,
548,,0.444364,,0.505919,,0.416483,,,,,,
549,,0.444576,,0.506181,,0.418057,,,,,,
550,,0.444576,,0.506186,,0.418286,,,,,,
551,,0.444716,,0.506729,,0.418596,,,,,,
552,,0.444731,,0.509911,,0.418927,,,,,,
553,,0.444732,,0.510707,,0.419295,,,,,,
554,,0.444736,,0.51089,,0.419409,,,,,,
555,,0.444737,,0.511011,,0.421163,,,,,,
556,,0.444877,,0.511207,,0.422137,,,,,,
557,,0.447633,,0.512117,,0.422693,,,,,,
558,,0.447634,,0.512121,,0.423208,,,,,,
559,,0.447635,,0.512434,,0.42549,,,,,,
560,,0.448324,,0.512438,,0.43094,,,,,,
561,,0.448325,,0.516387,,0.430957,,,,,,
562,,0.450777,,0.52281,,0.431078,,,,,,
563,,0.450781,,0.523858,,0.431333,,,,,,
564,,0.450791,,0.525201,,0.435832,,,,,,
565,,0.450792,,0.525234,,0.435877,,,,,,
566,,0.450941,,0.526242,,0.436748,,,,,,
567,,0.450945,,0.526826,,0.439258,,,,,,
568,,0.457669,,0.527785,,0.43926,,,,,,
569,,0.45767,,0.528087,,0.442136,,,,,,
570,,0.457675,,0.528609,,0.442488,,,,,,
571,,0.457676,,0.528991,,0.442683,,,,,,
572,,0.45768,,0.530126,,0.443123,,,,,,
573,,0.457684,,0.531221,,0.443125,,,,,,
574,,0.459196,,0.531588,,0.443154,,,,,,
575,,0.459213,,0.531755,,0.443295,,,,,,
576,,0.459214,,0.531935,,0.444129,,,,,,
577,,0.459216,,0.531936,,0.444301,,,,,,
578,,0.459217,,0.532087,,0.444303,,,,,,
579,,0.459218,,0.535827,,0.444304,,,,,,
580,,0.459219,,0.536023,,0.444507,,,,,,
581,,0.459632,,0.537098,,0.447312,,,,,,
582,,0.459633,,0.537281,,0.447471,,,,,,
583,,0.459816,,0.537921,,0.447967,,,,,,
584,,0.470432,,0.53813,,0.447996,,,,,,
585,,0.470433,,0.538303,,0.447998,,,,,,
586,,0.470442,,0.538851,,0.44829,,,,,,
587,,0.470443,,0.539025,,0.452681,,,,,,
588,,0.470444,,0.539411,,0.452683,,,,,,
589,,0.470445,,0.539591,,0.452887,,,,,,
590,,0.470446,,0.539611,,0.45351,,,,,,
591,,0.470447,,0.539964,,0.456585,,,,,,
592,,0.470448,,0.540145,,0.456734,,,,,,
593,,0.470449,,0.543437,,0.456736,,,,,,
594,,0.470458,,0.543495,,0.456893,,,,,,
595,,0.473372,,0.543506,,0.456901,,,,,,
596,,0.473373,,0.543507,,0.459828,,,,,,
597,,0.473376,,0.543691,,0.460135,,,,,,
598,,0.473377,,0.546122,,0.460255,,,,,,
599,,0.473381,,0.54616,,0.460476,,,,,,
600,,0.473384,,0.548964,,0.461005,,,,,,
601,,0.473385,,0.549081,,0.46121,,,,,,
602,,0.475484,,0.549255,,0.461698,,,,,,
603,,0.477379,,0.549258,,0.461877,,,,,,
604,,0.477385,,0.549358,,0.462958,,,,,,
605,,0.477386,,0.549549,,0.46339,,,,,,
606,,0.477387,,0.550759,,0.463596,,,,,,
607,,0.477387,,0.551351,,0.463737,,,,,,
608,,0.483595,,0.551368,,0.463906,,,,,,
609,,0.485964,,0.562298,,0.467922,,,,,,
610,,0.486324,,0.562627,,0.467945,,,,,,
611,,0.486326,,0.562628,,0.469082,,,,,,
612,,0.486494,,0.562843,,0.47016,,,,,,
613,,0.486503,,0.562934,,0.470527,,,,,,
614,,0.486505,,0.562977,,0.470684,,,,,,
615,,0.486507,,0.563146,,0.470747,,,,,,
616,,0.486516,,0.563551,,0.472835,,,,,,
617,,0.486521,,0.564105,,0.476934,,,,,,
618,,0.486521,,0.56427,,0.477048,,,,,,
619,,0.4876,,0.564313,,0.477797,,,,,,
620,,0.4876,,0.564357,,0.477924,,,,,,
621,,0.487601,,0.565185,,0.479581,,,,,,
622,,0.487752,,0.565192,,0.479673,,,,,,
623,,0.487772,,0.565594,,0.47968,,,,,,
624,,0.487773,,0.565784,,0.480335,,,,,,
625,,0.487773,,0.565785,,0.489655,,,,,,
626,,0.487774,,0.566707,,0.489969,,,,,,
627,,0.487776,,0.566864,,0.489978,,,,,,
628,,0.487954,,0.567059,,0.491138,,,,,,
629,,0.487957,,0.567249,,0.491511,,,,,,
630,,0.488149,,0.568455,,0.491544,,,,,,
631,,0.488151,,0.570565,,0.49207,,,,,,
632,,0.488152,,0.571728,,0.492079,,,,,,
633,,0.488152,,0.571927,,0.492676,,,,,,
634,,0.488154,,0.573698,,0.493481,,,,,,
635,,0.489963,,0.576406,,0.495691,,,,,,
636,,0.490164,,0.578488,,0.496288,,,,,,
637,,0.490171,,0.578642,,0.49674,,,,,,
638,,0.495035,,0.578817,,0.496821,,,,,,
639,,0.49504,,0.57893,,0.497704,,,,,,
640,,0.495041,,0.579444,,0.497839,,,,,,
641,,0.499128,,0.579445,,0.498048,,,,,,
642,,0.49913,,0.579554,,0.498371,,,,,,
643,,0.49913,,0.579566,,0.498373,,,,,,
644,,0.499131,,0.579747,,0.499038,,,,,,
645,,0.499131,,0.579756,,0.499223,,,,,,
646,,0.499131,,0.580629,,0.504694,,,,,,
647,,0.499142,,0.582106,,0.509286,,,,,,
648,,0.499331,,0.582488,,0.514428,,,,,,
649,,0.499332,,0.582668,,0.52083,,,,,,
650,,0.499717,,0.582978,,0.521139,,,,,,
651,,0.499717,,0.582979,,0.521724,,,,,,
652,,0.500319,,0.583463,,0.521777,,,,,,
653,,0.50032,,0.583464,,0.521985,,,,,,
654,,0.500321,,0.583722,,0.522639,,,,,,
655,,0.500466,,0.58388,,0.522642,,,,,,
656,,0.500466,,0.584132,,0.523081,,,,,,
657,,0.500472,,0.584187,,0.523147,,,,,,
658,,0.500473,,0.585585,,0.524561,,,,,,
659,,0.500475,,0.585732,,0.524579,,,,,,
660,,0.500475,,0.586893,,0.526883,,,,,,
661,,0.500609,,0.596062,,0.526967,,,,,,
662,,0.50061,,0.596424,,0.528201,,,,,,
663,,0.50061,,0.599732,,0.528464,,,,,,
664,,0.500614,,0.6001,,0.529729,,,,,,
665,,0.500615,,0.600298,,0.529743,,,,,,
666,,0.500617,,0.600344,,0.52992,,,,,,
667,,0.500617,,0.600428,,0.530064,,,,,,
668,,0.500618,,0.602964,,0.530066,,,,,,
669,,0.500619,,0.602999,,0.53099,,,,,,
670,,0.500619,,0.603183,,0.531055,,,,,,
671,,0.500621,,0.603387,,0.536101,,,,,,
672,,0.500622,,0.603421,,0.536125,,,,,,
673,,0.500623,,0.604038,,0.536301,,,,,,
674,,0.500624,,0.605194,,0.536422,,,,,,
675,,0.500624,,0.605834,,0.536824,,,,,,
676,,0.500625,,0.606599,,0.536988,,,,,,
677,,0.5012,,0.607183,,0.546462,,,,,,
678,,0.5012,,0.610272,,0.546629,,,,,,
679,,0.5012,,,,0.546638,,,,,,
680,,0.501653,,,,0.546816,,,,,,
681,,0.501653,,,,0.546856,,,,,,
682,,0.501654,,,,0.54708,,,,,,
683,,0.501826,,,,0.547323,,,,,,
684,,0.501828,,,,0.548528,,,,,,
685,,0.501828,,,,0.54913,,,,,,
686,,0.501838,,,,0.549674,,,,,,
687,,0.501839,,,,0.549786,,,,,,
688,,0.501839,,,,0.549954,,,,,,
689,,0.501841,,,,0.549976,,,,,,
690,,0.501861,,,,0.550613,,,,,,
691,,0.505489,,,,0.550922,,,,,,
692,,0.507124,,,,0.550949,,,,,,
693,,0.507125,,,,0.551618,,,,,,
694,,0.510583,,,,0.551672,,,,,,
695,,0.510583,,,,0.553507,,,,,,
696,,0.510584,,,,0.554149,,,,,,
697,,0.513005,,,,0.554222,,,,,,
698,,0.513213,,,,0.554373,,,,,,
699,,0.513214,,,,0.554375,,,,,,
700,,0.51423,,,,0.555009,,,,,,
701,,0.514785,,,,0.555157,,,,,,
702,,0.515822,,,,0.555402,,,,,,
703,,0.516401,,,,0.555733,,,,,,
704,,0.516409,,,,0.555995,,,,,,
705,,0.516438,,,,0.557337,,,,,,
706,,0.516439,,,,0.557533,,,,,,
707,,0.516439,,,,0.557612,,,,,,
708,,0.516443,,,,0.55762,,,,,,
709,,0.516629,,,,0.557863,,,,,,
710,,0.516629,,,,0.558014,,,,,,
711,,0.516629,,,,0.558166,,,,,,
712,,0.516833,,,,0.558414,,,,,,
713,,0.517357,,,,0.561844,,,,,,
714,,0.518255,,,,0.561847,,,,,,
715,,0.519025,,,,0.562709,,,,,,
716,,0.519027,,,,0.563102,,,,,,
717,,0.519028,,,,0.564586,,,,,,
718,,0.519029,,,,0.564755,,,,,,
719,,0.522635,,,,0.565079,,,,,,
720,,0.522819,,,,0.565103,,,,,,
721,,0.523419,,,,0.566728,,,,,,
722,,0.523419,,,,0.566897,,,,,,
723,,0.523422,,,,0.567076,,,,,,
724,,0.523817,,,,0.567153,,,,,,
725,,0.523818,,,,0.567952,,,,,,
726,,0.523827,,,,0.568497,,,,,,
727,,0.523836,,,,0.568549,,,,,,
728,,0.523849,,,,0.572072,,,,,,
729,,0.524173,,,,0.572251,,,,,,
730,,0.524174,,,,0.572845,,,,,,
731,,0.524178,,,,0.573283,,,,,,
732,,0.524349,,,,0.574842,,,,,,
733,,0.524773,,,,0.575194,,,,,,
734,,0.524782,,,,0.576779,,,,,,
735,,0.52496,,,,0.577869,,,,,,
736,,0.526371,,,,0.57853,,,,,,
737,,0.52638,,,,0.578821,,,,,,
738,,0.526381,,,,0.579727,,,,,,
739,,0.52969,,,,0.58001,,,,,,
740,,0.529694,,,,0.580066,,,,,,
741,,0.529695,,,,0.580226,,,,,,
742,,0.52986,,,,0.580402,,,,,,
743,,0.529882,,,,0.580452,,,,,,
744,,0.529885,,,,0.581288,,,,,,
745,,0.529889,,,,0.581547,,,,,,
746,,0.53028,,,,0.582236,,,,,,
747,,0.530281,,,,0.582397,,,,,,
748,,0.530282,,,,0.582493,,,,,,
749,,0.530282,,,,0.58273,,,,,,
750,,0.530283,,,,0.583234,,,,,,
751,,0.530287,,,,0.58326,,,,,,
752,,0.530818,,,,0.583829,,,,,,
753,,0.532417,,,,0.584396,,,,,,
754,,0.532846,,,,0.584414,,,,,,
755,,0.5334,,,,0.584625,,,,,,
756,,0.533401,,,,0.585919,,,,,,
757,,0.533485,,,,0.585985,,,,,,
758,,0.533488,,,,0.586399,,,,,,
759,,0.534029,,,,0.586982,,,,,,
760,,0.534203,,,,0.588484,,,,,,
761,,0.535393,,,,0.58912,,,,,,
762,,0.535394,,,,0.589184,,,,,,
763,,0.535398,,,,0.589239,,,,,,
764,,0.535564,,,,0.58926,,,,,,
765,,0.535577,,,,0.589264,,,,,,
766,,0.542578,,,,0.589268,,,,,,
767,,0.542912,,,,0.589653,,,,,,
768,,0.543391,,,,0.590898,,,,,,
769,,0.551071,,,,0.591292,,,,,,
770,,0.551241,,,,0.591303,,,,,,
771,,0.551242,,,,0.591348,,,,,,
772,,0.554573,,,,0.59149,,,,,,
773,,0.554959,,,,0.591493,,,,,,
774,,0.555375,,,,0.591575,,,,,,
775,,0.555386,,,,0.591639,,,,,,
776,,0.555976,,,,0.594532,,,,,,
777,,0.555977,,,,0.594557,,,,,,
778,,0.55607,,,,0.594586,,,,,,
779,,0.55659,,,,0.59473,,,,,,
780,,0.556591,,,,0.594743,,,,,,
781,,0.556937,,,,0.594762,,,,,,
782,,0.557095,,,,0.594911,,,,,,
783,,0.5585,,,,0.595093,,,,,,
784,,0.558557,,,,,,,,,,
785,,0.558558,,,,,,,,,,
786,,0.558569,,,,,,,,,,
787,,0.559062,,,,,,,,,,
788,,0.560039,,,,,,,,,,
789,,0.56004,,,,,,,,,,
790,,0.563417,,,,,,,,,,
791,,0.564148,,,,,,,,,,
792,,0.564188,,,,,,,,,,
793,,0.564379,,,,,,,,,,
794,,0.564823,,,,,,,,,,
795,,0.564825,,,,,,,,,,
796,,0.566774,,,,,,,,,,
797,,0.566778,,,,,,,,,,
798,,0.566961,,,,,,,,,,
